Date,Nifty 50 Open,Nifty 50 High,Nifty 50 Low,Nifty 50 Close,Nifty 50 Shares Traded,Nifty 50 Turnover (Rs. Cr),Nifty 50 P/E,Nifty 50 P/B,Nifty 50 Div Ratio,Bond Price,Bond Open,Bond High,Bond Low,Bond Change %,GOLD Traded,GOLD  Value (Lacs),OIL Traded ,Oil Value (Lacs),INR-USD Conversion
31-Dec-14,8246.25,8298.2,8246.25,8290.45,136551576,6096.08,21.09,3.35,1.24,7.857,7.857,7.857,7.857,-0.002,11066,296936.47,126293,427380.52,63.1735
1-Jan-15,8280.55,8305.6,8259.5,8295.55,99195064,3492.63,21.1,3.35,1.24,7.883,7.883,7.883,7.883,0.0033,1915,51164.89,15054,51134.39,63.1719
2-Jan-15,8300.45,8416.45,8300.45,8399.9,167014280,7079.78,21.37,3.39,1.22,7.874,7.874,7.874,7.874,-0.0011,19328,514262.86,178288,603999.06,63.2778
5-Jan-15,8411.75,8453.35,8370.8,8383.35,176417312,7619.43,21.32,3.38,1.22,7.892,7.892,7.892,7.892,0.0023,16375,440309.13,199113,649934.75,63.379
6-Jan-15,8331.65,8331.65,8119.4,8133.9,253896016,10853.41,20.69,3.28,1.26,7.902,7.902,7.902,7.902,0.0013,21046,573345.11,231767,725400.99,63.5494
7-Jan-15,8127.35,8160.05,8070,8112.35,239160183,10243.88,20.63,3.28,1.26,7.859,7.859,7.859,7.859,-0.0054,16066,437526.67,277886,852505.59,63.2922
8-Jan-15,8200.2,8254.4,8181.2,8248.8,222689365,10836.91,20.98,3.33,1.24,7.865,7.865,7.865,7.865,0.0008,16777,450869.54,166637,512609.87,62.8123
9-Jan-15,8300.6,8317.25,8209.7,8288.95,232336477,12098.34,21.08,3.35,1.24,7.846,7.846,7.846,7.846,-0.0024,14339,384049.67,170918,517630.47,62.368
12-Jan-15,8295.95,8334.95,8254,8327.05,164061121,7749.89,21.19,3.36,1.23,7.81,7.81,7.81,7.81,-0.0046,16405,442207.34,160824,470718.7,62.1032
13-Jan-15,8350.8,8362.7,8275.25,8305.3,206126882,9694.15,21.13,3.35,1.23,7.771,7.771,7.771,7.771,-0.005,17814,483554.65,238395,671872.23,62.0475
14-Jan-15,8315.5,8335.95,8247.4,8286.45,232785154,10005.74,21.07,3.35,1.24,7.775,7.775,7.775,7.775,0.0005,18545,501920.12,203041,580861.9,62.1313
15-Jan-15,8428.65,8519.4,8391.8,8486.2,331818622,14158.75,21.58,3.43,1.21,7.696,7.696,7.696,7.696,-0.0102,34051,923591.52,306428,921530.63,62.086
16-Jan-15,8496.15,8525.05,8448.6,8512,256607345,11796.77,21.64,3.44,1.2,7.706,7.706,7.706,7.706,0.0013,20834,574265.52,240270,709523.81,61.7871
19-Jan-15,8545.2,8570.9,8534.4,8548.3,192608381,8584.09,21.69,3.45,1.2,7.726,7.726,7.726,7.726,0.0026,10403,288319.55,105364,318338.18,61.6961
20-Jan-15,8573.1,8684.95,8573.1,8673.1,230341301,10336.94,22,3.5,1.18,7.725,7.725,7.725,7.725,-0.0001,22224,621506.2,153940,455898.03,61.7082
21-Jan-15,8697.8,8719.45,8666.1,8705,282280888,13008.07,22.05,3.52,1.18,7.691,7.691,7.691,7.691,-0.0044,22037,619079.68,152139,447468,61.6328
22-Jan-15,8718.85,8749.15,8698.35,8734.6,256791501,11655.71,22.09,3.53,1.17,7.713,7.713,7.713,7.713,0.0029,23537,658707.07,214480,633477.39,61.6447
23-Jan-15,8801.25,8834.15,8765.9,8811.65,303158950,13495.86,22.32,3.56,1.16,7.705,7.705,7.705,7.705,-0.001,14210,397388.63,174500,502972.05,61.4384
27-Jan-15,8844.65,8893.6,8799.65,8881,276273225,13211.52,22.5,3.59,1.15,7.705,7.705,7.705,7.705,0,20720,575259.79,155784,438813.94,61.3839
28-Jan-15,8873.4,8958.4,8854.1,8893.3,286998664,13797.91,22.52,3.59,1.15,7.707,7.707,7.707,7.707,0.0003,14991,417573.48,145898,408805.55,61.35
29-Jan-15,8881.4,8935.85,8843.2,8924.3,370106549,17291.99,22.65,3.6,1.15,7.712,7.712,7.712,7.712,0.0006,25450,704207.86,149332,412557.63,61.7006
30-Jan-15,8968.95,8969.65,8762.7,8794.95,386914780,16527.36,22.32,3.55,1.17,7.693,7.693,7.693,7.693,-0.0025,28495,787798.06,164350,462509.9,61.9352
2-Feb-15,8791.4,8831.7,8748.35,8798.2,308385189,14273.46,22.45,3.57,1.16,7.652,7.652,7.652,7.652,-0.0053,14723,408109.18,276632,835331.9,61.8547
3-Feb-15,8825.6,8838.7,8729.95,8751.3,306373304,13616.3,22.35,3.55,1.17,7.726,7.726,7.726,7.726,0.0097,19595,539773.3,237686,750276.72,61.747
4-Feb-15,8784.05,8785.5,8694.85,8713.95,302957153,12484.01,22.38,3.54,1.17,7.72,7.72,7.72,7.72,-0.0008,15559,427024.55,253757,805249.42,61.8167
5-Feb-15,8722.45,8812.85,8661.8,8688.45,273178441,12563.9,22.35,3.53,1.18,7.702,7.702,7.702,7.702,-0.0023,18018,493601.21,322686,994238.28,61.7573
6-Feb-15,8677.4,8705.05,8624.05,8637.75,262901756,10945.12,22.22,3.51,1.18,7.702,7.702,7.702,7.702,0,20721,561669.49,244440,787933.12,61.918
9-Feb-15,8563.4,8579.55,8490.65,8500.4,230578097,9443.96,22.26,3.45,1.2,7.726,7.726,7.726,7.726,0.0031,10221,275144.36,185551,609076.16,62.1637
10-Feb-15,8454.85,8627.05,8447.8,8547.7,297458675,13427.04,22.38,3.47,1.2,7.729,7.729,7.729,7.729,0.0004,11312,304129.43,168970,545901.04,62.2816
11-Feb-15,8585.95,8640.65,8580.85,8623.85,237317446,10379.9,22.57,3.5,1.19,7.733,7.733,7.733,7.733,0.0005,13319,356611.55,222611,690638.27,62.322
12-Feb-15,8674.85,8733.05,8608.9,8714.75,250558837,11425.39,22.8,3.54,1.17,7.743,7.743,7.743,7.743,0.0013,16257,432876.68,229946,722654.99,62.2331
13-Feb-15,8744.8,8814.65,8733,8800.2,311332820,13790.13,23.03,3.57,1.16,7.697,7.697,7.697,7.697,-0.0059,12814,341946.53,186996,611891.02,62.164
16-Feb-15,8827.3,8863,8780.35,8796.35,213146132,9754.4,22.92,3.59,1.21,7.709,7.709,7.709,7.709,0.0016,7031,188312.45,112170,369340.03,62.1999
18-Feb-15,8802,8875.15,8802,8854.3,229849722,13006.14,22.99,3.62,1.2,7.71,7.71,7.71,7.71,0.0001,16312,428018.07,194765,641122.69,62.1783
19-Feb-15,8872.55,8890.8,8775.8,8874.85,294342511,12954.69,23.39,3.63,1.2,7.71,7.71,7.71,7.71,0,16201,427380.28,263872,836214.07,62.2204
20-Feb-15,8881.35,8881.35,8804.4,8826.35,274716092,10997.95,23.19,3.61,1.2,7.695,7.695,7.695,7.695,-0.0019,15798,415414.4,167798,545702.73,62.19
23-Feb-15,8855.05,8862.65,8732.3,8749.15,210398477,9865.73,22.99,3.57,1.21,7.705,7.705,7.705,7.705,0.0013,18633,487065.62,186184,580603.55,62.2199
24-Feb-15,8766.55,8787.4,8718.45,8754.2,238056957,10614.48,23,3.58,1.21,7.718,7.718,7.718,7.718,0.0017,18413,480696.91,172295,536426.38,62.1533
25-Feb-15,8794.05,8829.3,8740.7,8756,208629865,9792.64,23,3.58,1.21,7.706,7.706,7.706,7.706,-0.0016,16911,443379.36,174794,540004.16,61.9613
26-Feb-15,8767.05,8771.75,8657.3,8670.95,351128496,15412.39,22.78,3.54,1.22,7.74,7.74,7.74,7.74,0.0044,13897,365165.1,176566,551431.03,61.7874
27-Feb-15,8714.35,8847.85,8709.3,8836.35,339981012,17471.89,23.21,3.61,1.2,7.728,7.728,7.728,7.728,-0.0016,13368,350466.09,163779,501427.2,61.714
28-Feb-15,8902.1,8917.1,8737.3,8884.5,323880704,13182.78,23.34,3.63,1.19,#N/A,#N/A,#N/A,#N/A,#N/A,13008,342629.97,10642,32646.27,61.6983
2-Mar-15,8937.75,8960.3,8873,8948.5,314028443,15329.84,23.51,3.66,1.19,7.746,7.746,7.746,7.746,0.0023,14949,398505.69,178471,555082.21,61.8553
3-Mar-15,8956.35,9002.55,8924.7,8991.4,261298786,12295.54,23.62,3.67,1.18,7.756,7.756,7.756,7.756,0.0013,14226,376794.27,168213,526209.69,61.8343
4-Mar-15,9098.75,9105.4,8887.75,8913,355264964,16023.81,23.42,3.64,1.19,7.685,7.685,7.685,7.685,-0.0092,14327,379748,185755,587664.45,62.2199
5-Mar-15,8922.85,8951.65,8846,8933.6,248955337,11724.19,23.47,3.65,1.19,7.708,7.708,7.708,7.708,0.003,12362,327929.37,181583,587695.94,62.3155
9-Mar-15,8889.05,8889.05,8748.65,8763.3,237633698,11069.5,23.07,3.59,1.21,7.739,7.739,7.739,7.739,0.004,12150,316720.36,169395,533598.97,62.6266
10-Mar-15,8778.65,8795.1,8693.2,8727.6,252017934,11335.49,22.98,3.57,1.21,7.75,7.75,7.75,7.75,0.0014,22524,583726.68,168090,524107.91,62.7201
11-Mar-15,8745.2,8765.65,8697.05,8713.8,260569414,11263.4,22.94,3.57,1.22,7.761,7.761,7.761,7.761,0.0014,19570,505132.87,168232,512894.95,62.7362
12-Mar-15,8753.4,8812.25,8749.3,8802.8,275431027,11404.83,23.18,3.6,1.2,7.722,7.722,7.722,7.722,-0.005,22086,567816.41,165429,500563.16,62.5886
13-Mar-15,8868.6,8871.6,8659.2,8673.9,297074828,12303.8,22.84,3.55,1.22,7.799,7.799,7.799,7.799,0.01,18861,487252.78,185667,543120.39,62.9389
16-Mar-15,8685.1,8689.05,8630.7,8651.1,265547057,10755.72,22.78,3.54,1.22,7.806,7.806,7.806,7.806,0.0009,14101,364172.36,204939,571852.13,62.841
17-Mar-15,8704.95,8765.4,8657.9,8748.1,262223323,11306.56,23.03,3.58,1.21,7.785,7.785,7.785,7.785,-0.0027,21343,548126.71,201415,553990.34,62.6922
18-Mar-15,8769.4,8769.4,8696.75,8719.75,234713673,10964.42,22.96,3.57,1.21,7.794,7.794,7.794,7.794,0.0012,16651,426238.24,194776,526219.17,62.545
19-Mar-15,8783.75,8823.75,8652.25,8671.3,237588436,11499.28,22.83,3.55,1.22,7.756,7.756,7.756,7.756,-0.0049,20347,526995.84,257374,714251.05,62.5375
20-Mar-15,8666.65,8666.65,8579.4,8596.3,269054839,12623.85,22.63,3.52,1.23,7.747,7.747,7.747,7.747,-0.0012,17963,467823.53,194000,566528.95,62.429
23-Mar-15,8616.8,8631.1,8556.7,8567.45,205512081,8295.23,22.56,3.51,1.24,7.753,7.753,7.753,7.753,0.0008,12001,313856.19,172270,502539.22,62.2887
24-Mar-15,8556,8633.95,8548.7,8556,218490638,10206.9,22.53,3.5,1.24,7.75,7.75,7.75,7.75,-0.0004,14695,386192.88,219923,659160.72,62.3284
25-Mar-15,8581.95,8583.9,8532.75,8546.3,224171636,10577.84,22.5,3.5,1.24,7.77,7.77,7.77,7.77,0.0026,16156,426309.81,225906,682493.46,62.4283
26-Mar-15,8494.45,8514.2,8356.9,8370.9,403660673,17930.61,22.04,3.43,1.26,7.798,7.798,7.798,7.798,0.0036,20191,541739.42,254442,822806.17,62.7087
27-Mar-15,8425.5,8430.55,8286.15,8370.1,271962610,12183.74,22.32,3.46,1.27,7.777,7.777,7.777,7.777,-0.0027,18781,500412.93,175906,558968.76,62.5762
30-Mar-15,8421.15,8527.7,8415.85,8518.35,190679254,8538.36,22.71,3.52,1.25,7.762,7.762,7.762,7.762,-0.0019,20179,532795.85,182257,554924.12,62.5748
31-Mar-15,8555.2,8577.75,8483.3,8519.5,240929818,10736.07,22.72,3.52,1.25,7.736,7.736,7.736,7.736,-0.0033,23761,625566.96,187321,565455.49,62.4018
1-Apr-15,8513.6,8627.5,8494.5,8613.35,186426468,8819.76,22.97,3.56,1.24,#N/A,#N/A,#N/A,#N/A,#N/A,16888,447045.58,217057,660074.54,62.3152
6-Apr-15,8644.9,8696,8606.35,8688.4,204193445,9939.46,23.19,3.6,1.23,7.723,7.723,7.723,7.723,-0.0017,13285,358516.49,186365,593487.75,62.1334
7-Apr-15,8713.7,8724.05,8624.75,8702.75,209510066,9988.15,23.23,3.6,1.22,7.789,7.789,7.789,7.789,0.0085,9853,265114.34,186063,609869.89,62.2355
8-Apr-15,8742.9,8774.05,8724.3,8759,225527054,11432.77,23.38,3.63,1.22,7.788,7.788,7.788,7.788,-0.0001,11191,300043.12,187519,611696.79,62.2129
9-Apr-15,8802.8,8821.9,8726.95,8815,243340342,11586.22,23.53,3.65,1.21,7.776,7.776,7.776,7.776,-0.0015,13315,353438.38,184312,590765.2,62.2997
10-Apr-15,8812.95,8832.9,8782.6,8825.9,265979496,10400.01,23.56,3.65,1.21,7.801,7.801,7.801,7.801,0.0032,13871,370322.33,187993,599547.93,62.266
13-Apr-15,8847.85,8889.25,8816.45,8882.3,193026707,8753.54,23.72,3.68,1.2,7.799,7.799,7.799,7.799,-0.0003,11186,298904.4,199666,654252.88,62.3887
15-Apr-15,8895.2,8895.2,8773.95,8799.85,258085109,12140.34,23.5,3.64,1.21,7.784,7.784,7.784,7.784,-0.0019,13525,359350.55,216401,741195.64,62.3954
16-Apr-15,8808.75,8809.8,8690.05,8753.9,214589262,11147.15,23.39,3.62,1.22,7.8,7.8,7.8,7.8,0.0021,13769,368011.34,211665,740713.6,62.341
17-Apr-15,8747.1,8748.05,8638.25,8647.95,218585377,11767.89,23.11,3.58,1.24,7.792,7.792,7.792,7.792,-0.001,11518,308303.76,178073,627571.2,62.4487
20-Apr-15,8662.4,8662.4,8456.55,8487,221830802,11916.32,22.67,3.51,1.26,7.795,7.795,7.795,7.795,0.0004,12510,336239.11,213545,764665.62,62.9749
21-Apr-15,8462.85,8508.2,8394.2,8418.7,477144506,35362.32,22.48,3.48,1.27,7.779,7.779,7.779,7.779,-0.0021,10272,275965.36,157185,572460.4,62.8363
22-Apr-15,8443.5,8481.75,8324.9,8463.6,243540053,12845.66,22.61,3.5,1.26,7.753,7.753,7.753,7.753,-0.0033,14246,381913.92,189890,678788.38,62.9439
23-Apr-15,8512.1,8541.25,8407.85,8441.1,224071108,11994.66,22.55,3.49,1.27,7.759,7.759,7.759,7.759,0.0008,12312,329788.59,194652,707927.34,63.2296
24-Apr-15,8450.15,8452.35,8312.2,8342.9,240968907,13694.19,22.36,3.45,1.35,7.788,7.788,7.788,7.788,0.0037,15488,415306.19,167108,611796.67,63.6002
27-Apr-15,8366.45,8367.85,8229.95,8241.3,246213110,13148.03,22.2,3.43,1.36,7.779,7.779,7.779,7.779,-0.0012,16470,442855.76,146182,533492.89,63.3904
28-Apr-15,8239.5,8342.1,8211.95,8323.45,258552664,12435.26,22.42,3.46,1.35,7.766,7.766,7.766,7.766,-0.0017,13704,371369,149946,542983.4,63.1825
29-Apr-15,8316.95,8347.45,8259.6,8287.4,238703264,11137.5,22.29,3.45,1.35,7.812,7.812,7.812,7.812,0.0059,13347,362758.03,171532,632000.12,63.3938
30-Apr-15,8274.55,8275.25,8199.45,8239.55,386903932,18590.75,22.09,3.41,1.4,7.86,7.86,7.86,7.86,0.0061,19756,533124.51,166887,629032.19,63.4841
4-May-15,8288.65,8402.95,8282.8,8389.9,207692601,10988.67,22.48,3.47,1.37,#N/A,#N/A,#N/A,#N/A,#N/A,7829,210210.35,115389,434790.63,63.6042
5-May-15,8396.5,8419.3,8349.3,8393.55,239136401,11337.08,22.49,3.47,1.37,7.852,7.852,7.852,7.852,-0.001,14326,385348.42,151763,581399.08,63.4772
6-May-15,8382.7,8394.25,8142.4,8156.75,298957420,14150.53,21.74,3.38,1.41,7.891,7.891,7.891,7.891,0.005,13342,359491.92,202375,795471.61,63.6307
7-May-15,8137.3,8170.85,8028.3,8089.35,242760645,11395.63,21.56,3.35,1.42,7.995,7.995,7.995,7.995,0.0132,15046,405482.53,191632,741989.9,64.1308
8-May-15,8160.8,8261.7,8160.8,8230.05,253477726,11629.7,21.89,3.41,1.4,7.981,7.981,7.981,7.981,-0.0018,13876,373307.36,209901,793881.32,63.807
11-May-15,8283.2,8379,8267.1,8372.05,268616664,11401.77,22.4,3.5,1.37,7.889,7.889,7.889,7.889,-0.0115,13761,369768.89,170806,648484.48,63.9524
12-May-15,8373.95,8373.95,8168.3,8179.2,264345663,11714.64,21.92,3.42,1.4,7.95,7.95,7.95,7.95,0.0077,20394,552139.48,218664,847603.83,64.1259
13-May-15,8235,8312.35,8154.15,8298.5,274001277,12744.16,22.2,3.47,1.38,7.957,7.957,7.957,7.957,0.0009,22079,601942.49,252771,992033.06,64.0724
14-May-15,8294.9,8316.2,8208.1,8305.2,218632643,10245.86,22.22,3.46,1.38,7.938,7.938,7.938,7.938,-0.0024,15866,435984.94,157183,602363.67,63.5947
15-May-15,8323.1,8360.05,8296.2,8342.25,198255003,9147.68,22.32,3.47,1.37,7.945,7.945,7.945,7.945,0.0009,14552,398641.67,130114,491109.58,63.5127
18-May-15,8366.45,8461.1,8354.45,8452.55,212951639,10014.8,22.65,3.52,1.36,7.901,7.901,7.901,7.901,-0.0055,11814,326464.84,158428,609912.71,63.6603
19-May-15,8436.75,8504.65,8415.15,8445.25,205114342,9879.74,22.63,3.52,1.36,7.863,7.863,7.863,7.863,-0.0048,18197,499023.07,144789,549775.2,63.7532
20-May-15,8475.45,8518,8475.45,8495.9,193452292,9654.21,22.75,3.54,1.35,7.858,7.858,7.858,7.858,-0.0006,12225,333457.13,213425,803648.73,63.6847
21-May-15,8507,8513.95,8453.05,8489.5,202979654,10241.83,22.76,3.53,1.35,7.876,7.876,7.876,7.876,0.0023,13262,360906.1,134940,517501.27,63.6394
22-May-15,8503.05,8552.65,8486.4,8523.15,248500701,10625.47,23,3.51,1.35,7.859,7.859,7.859,7.859,-0.0022,12609,342791.07,106148,407141.02,63.526
25-May-15,8503.5,8508.25,8441.35,8447.6,174964478,7918.91,22.73,3.48,1.36,7.865,7.865,7.865,7.865,0.0008,6129,166417.31,92809,353599.91,63.5123
26-May-15,8456.1,8458.2,8399.35,8419.6,177998348,9017.12,22.66,3.47,1.36,7.892,7.892,7.892,7.892,0.0034,15295,413420.26,171727,648202.86,63.8786
27-May-15,8378.8,8414.25,8357.7,8406.5,235660879,11259.81,22.67,3.47,1.37,7.868,7.868,7.868,7.868,-0.003,12572,338500.82,171599,641497.32,63.9111
28-May-15,8417.15,8432.1,8330.95,8383.45,349415055,16075.7,22.45,3.46,1.37,7.856,7.856,7.856,7.856,-0.0015,14112,379239.15,158779,583638.71,63.8141
29-May-15,8394.2,8506.2,8374.95,8499.85,572740415,33640.65,22.74,3.53,1.35,7.816,7.816,7.816,7.816,-0.0051,14705,396074.63,181896,685679.63,63.7964
1-Jun-15,8480,8525.3,8472.85,8495.55,181064207,9897.66,23,3.53,1.35,7.822,7.822,7.822,7.822,0.0008,16599,449068.94,130281,498257.14,63.6595
2-Jun-15,8506.4,8506.4,8292.25,8300.85,221280622,10888.49,22.48,3.45,1.38,7.933,7.933,7.933,7.933,0.0142,10519,285155.13,149274,581485.48,63.71
3-Jun-15,8298.3,8298.3,8141.8,8197.9,285395700,11361.88,22.18,3.4,1.4,7.956,7.956,7.956,7.956,0.0029,11604,314755.4,169005,654917.12,63.971
4-Jun-15,8217.6,8217.6,8122.85,8196.55,231441681,10466.52,22.27,3.4,1.4,8.011,8.011,8.011,8.011,0.0069,15836,427170.54,157517,596799.04,63.9784
5-Jun-15,8182.8,8254.75,8169.1,8186.25,224576029,9818.79,22.28,3.36,1.41,7.983,7.983,7.983,7.983,-0.0035,14423,385592.45,176381,655098.38,64.0052
8-Jun-15,8197.05,8200.45,8096.25,8109,202267480,8132.64,22.08,3.33,1.42,7.801,7.801,7.801,7.801,-0.0228,9067,242987.29,138711,522067.67,64.0203
9-Jun-15,8092.45,8122.7,8067.95,8087.65,195639899,8824.51,22.03,3.33,1.42,7.789,7.789,7.789,7.789,-0.0015,12004,322294.98,152409,580568.28,64.0395
10-Jun-15,8091.8,8213.3,8091.8,8187.15,190253212,8731.86,22.3,3.37,1.41,7.826,7.826,7.826,7.826,0.0048,10945,295085.52,170033,665706.6,63.8892
11-Jun-15,8223.3,8225.9,8026.6,8032.35,235013975,10178.77,21.87,3.3,1.43,7.878,7.878,7.878,7.878,0.0066,11337,304858.67,131179,511210.94,63.9986
12-Jun-15,8023.7,8059.55,8006.4,8049.95,195477592,8462.49,21.92,3.29,1.44,7.891,7.891,7.891,7.891,0.0017,9151,246386.53,113577,438279.79,64.0548
15-Jun-15,8055.1,8121.15,8018.55,8078.25,189076904,7809.78,22,3.3,1.43,7.867,7.867,7.867,7.867,-0.003,13261,356881.53,120854,460987.61,64.0687
16-Jun-15,8072.45,8128.1,8021.3,8114.5,182621427,8016.28,22.1,3.32,1.43,7.885,7.885,7.885,7.885,0.0023,9976,269143.56,112969,435322.32,64.1698
17-Jun-15,8153.2,8215.75,8122.4,8172.2,217927011,10685.54,22.26,3.34,1.42,7.851,7.851,7.851,7.851,-0.0043,8734,234697.83,174726,676779.73,64.0469
18-Jun-15,8193.65,8258.95,8186.5,8248.65,204306566,10119.49,22.46,3.37,1.41,7.761,7.761,7.761,7.761,-0.0115,14597,395597.2,161358,620300.92,63.74
19-Jun-15,8277,8324.35,8272.3,8298.7,211405856,11059.07,22.6,3.39,1.39,7.71,7.71,7.71,7.71,-0.0066,8928,242087.89,145491,556020.82,63.5411
22-Jun-15,8331.9,8439.1,8331.9,8427.45,193662825,8603.42,22.95,3.44,1.37,7.735,7.735,7.735,7.735,0.0032,12099,324994.45,122237,467706.99,63.5035
23-Jun-15,8451.45,8474.8,8410.25,8453.4,193038453,8716.54,23.02,3.46,1.37,7.746,7.746,7.746,7.746,0.0014,12859,343312.68,180983,698528.89,63.5339
24-Jun-15,8471.1,8488.2,8407.6,8428.6,201063582,9873.03,22.95,3.44,1.37,7.801,7.801,7.801,7.801,0.0071,11881,315770.31,163174,634842.38,63.5566
25-Jun-15,8404.4,8489.3,8399.45,8467.25,308461196,13997.98,23.06,3.46,1.37,7.824,7.824,7.824,7.824,0.0029,9662,256313.11,111935,428109.25,63.5244
26-Jun-15,8460.45,8475.45,8406.9,8450.95,201520597,8314.73,23.01,3.45,1.37,7.855,7.855,7.855,7.855,0.004,12947,343209.12,125552,476305.49,63.5184
29-Jun-15,8310.7,8391.85,8262.05,8382.65,206780036,8829.37,22.83,3.42,1.38,7.891,7.891,7.891,7.891,0.0046,14208,380011.07,133347,500636.49,63.7243
30-Jun-15,8383.15,8449.3,8368.65,8440.95,238840565,11300.89,22.99,3.39,1.39,7.86,7.86,7.86,7.86,-0.0039,15930,422624.62,119767,449392.28,63.7328
1-Jul-15,8452.5,8550.65,8447.35,8528.85,202229562,9534.25,23.23,3.42,1.37,7.818,7.818,7.818,7.818,-0.0053,10204,269989.46,151932,564395.41,63.6137
2-Jul-15,8550.6,8567.6,8522.9,8536.25,193843984,9114.32,23.25,3.42,1.37,7.812,7.812,7.812,7.812,-0.0008,14038,368434.82,126509,461593.59,63.3774
3-Jul-15,8534.45,8591.55,8522.4,8568.95,152613933,7531.74,23.33,3.43,1.37,7.802,7.802,7.802,7.802,-0.0013,8339,219305.89,97016,346790.98,63.4201
6-Jul-15,8468.1,8618.15,8468.1,8609.7,165009140,7990.58,23.45,3.45,1.37,7.753,7.753,7.753,7.753,-0.0063,10458,274925.96,190435,658107.9,63.3103
7-Jul-15,8615.65,8650.6,8575.8,8606.15,203192532,9095.68,23.44,3.45,1.37,7.784,7.784,7.784,7.784,0.004,17330,452831.36,248144,825123.63,63.4536
8-Jul-15,8533.85,8559.6,8439.5,8465,290124352,11880.13,23.05,3.39,1.39,7.781,7.781,7.781,7.781,-0.0004,16698,434925.8,224988,745418.66,63.4628
9-Jul-15,8469.35,8503.1,8427.9,8433.7,208395321,9138.7,22.97,3.38,1.39,7.792,7.792,7.792,7.792,0.0014,13010,340129.48,173175,581403.67,63.3893
10-Jul-15,8471.35,8483.3,8417.65,8460.2,231326470,10456.01,23.04,3.36,1.4,7.806,7.806,7.806,7.806,0.0018,9881,257912.04,183784,617770.34,63.3782
13-Jul-15,8496.7,8570,8459.55,8560.45,177551815,8605.69,23.32,3.4,1.38,7.871,7.871,7.871,7.871,0.0083,11230,292221.26,205276,681474.99,63.4281
14-Jul-15,8573.65,8584.25,8532.7,8558.55,159717006,7576.06,23.31,3.4,1.38,7.827,7.827,7.827,7.827,-0.0056,10782,279951.59,214899,710112.35,63.3711
15-Jul-15,8569.1,8625.85,8569.1,8618.05,168420862,7758.32,23.47,3.42,1.37,7.84,7.84,7.84,7.84,0.0017,11945,309207.14,184607,615569.25,63.457
16-Jul-15,8641.75,8714.2,8640.7,8706.7,175177469,8677.58,23.71,3.46,1.36,7.843,7.843,7.843,7.843,0.0004,10970,282583.32,164757,540947.09,63.4763
17-Jul-15,8725.85,8740.25,8693.5,8716,172374496,7984.45,23.74,3.44,1.37,7.831,7.831,7.831,7.831,-0.0015,14073,360577.55,156138,503022.39,63.4614
20-Jul-15,8730,8730,8673.85,8711.1,169949027,7324.72,23.75,3.44,1.37,7.843,7.843,7.843,7.843,0.0015,21248,532461.98,167000,539964.04,63.5504
21-Jul-15,8713,8736,8613,8626.15,228889894,12906.55,23.52,3.4,1.38,7.837,7.837,7.837,7.837,-0.0008,16739,417722.69,138521,449273.32,63.4938
22-Jul-15,8608.75,8736.7,8596.8,8729.25,192704031,9707.99,23.8,3.45,1.36,7.828,7.828,7.828,7.828,-0.0011,21128,521329.02,158346,508004.76,63.501
23-Jul-15,8743.85,8753.3,8677.55,8692.95,192009382,10123.29,23.7,3.43,1.37,7.805,7.805,7.805,7.805,-0.0029,19895,493795.69,136338,429916.95,63.8022
24-Jul-15,8693.7,8693.7,8616.95,8624.65,189477459,9516.77,23.52,3.39,1.38,7.825,7.825,7.825,7.825,0.0026,24183,594477.11,136600,426449.87,64.02
27-Jul-15,8595.75,8595.75,8462.9,8470.65,198777205,9948.27,23.1,3.33,1.4,7.831,7.831,7.831,7.831,0.0008,26312,656014.54,131444,404636.31,64.1678
28-Jul-15,8481.85,8505.7,8434.7,8446.75,264206364,11284.45,22.97,3.32,1.41,7.806,7.806,7.806,7.806,-0.0032,18240,452138.9,180324,550859.16,63.9018
29-Jul-15,8475.25,8490.75,8452.7,8485.5,215360064,9964.33,23.04,3.34,1.4,7.812,7.812,7.812,7.812,0.0008,17666,438036.29,202777,629825.75,63.8747
30-Jul-15,8527.55,8572.8,8522.6,8535.25,324479199,13674.71,23.17,3.36,1.39,7.824,7.824,7.824,7.824,0.0015,23962,592799.69,156274,492274.76,64.0825
31-Jul-15,8568.1,8661.1,8567.5,8645.85,305513310,13047.65,23.45,3.41,1.38,7.808,7.808,7.808,7.808,-0.002,26370,653185.24,171607,528010.9,64.0303
3-Aug-15,8632.05,8687.2,8632.05,8666.05,232048022,10723.01,23.54,3.42,1.37,7.813,7.813,7.813,7.813,0.0006,11239,280184.22,179595,532828.56,64.1099
4-Aug-15,8689.7,8693.7,8590.6,8664.4,292255608,13085.19,23.53,3.41,1.37,7.84,7.84,7.84,7.84,0.0035,11638,288784.56,142027,417566.4,63.8496
5-Aug-15,8699.3,8745.05,8699.3,8720.65,229295715,10021.53,23.72,3.44,1.36,7.839,7.839,7.839,7.839,-0.0001,12448,307807.33,220979,649092.21,63.7487
6-Aug-15,8739.35,8758.5,8704.9,8744.5,219937566,9925.59,23.8,3.45,1.36,7.806,7.806,7.806,7.806,-0.0042,11757,290834.45,160365,458660.58,63.7504
7-Aug-15,8740.15,8754.95,8707.5,8719.1,219927310,9536.81,23.73,3.42,1.36,7.809,7.809,7.809,7.809,0.0004,20416,507276.32,164214,468132.06,63.7569
